id,date,channel,brand,commercial
8125859,2019-07-12 22:46:08-05:00,AZTECA 7,Santa Clara,SANTA CLARA-SANTOS MOME
8125804,2019-07-12 22:35:53-05:00,COMEDY CENTRAL MX,Coca-Cola,COCA COLA-FOODING FIL
8125791,2019-07-12 22:32:28-05:00,AMC,Sprite,Botella Azul Sprite Reciclada
8125732,2019-07-12 22:26:06-05:00,CANAL 5,Sprite,Botella Azul Sprite Reciclada
8125694,2019-07-12 22:22:21-05:00,CANAL 5,Coca-Cola,Algo Para Tus Comidas
8125654,2019-07-12 22:18:26-05:00,FX,Sprite,Botella Azul Sprite Reciclada
8125608,2019-07-12 22:13:18-05:00,CANAL 2,Coca-Cola,Algo Para Tus Comidas
8125590,2019-07-12 22:11:10-05:00,CANAL 5,Del Valle,NARANJA Y NA-MEJOR SABOR
8125566,2019-07-12 22:05:40-05:00,CANAL 5,Ciel,AGUA CIEL-CIELMINEREM
8125544,2019-07-12 22:04:19-05:00,CANAL 5,Fanta,FANTA-KENSHO
8125526,2019-07-12 21:58:10-05:00,COMEDY CENTRAL MX,Ciel,AGUA CIEL-CIELMINEREM
8125477,2019-07-12 21:49:02-05:00,AXN,Sprite,Botella Azul Sprite Reciclada
8125376,2019-07-12 21:40:35-05:00,A&E,Coca-Cola,COCA COLA-FOODING FIL
8125307,2019-07-12 21:33:03-05:00,A&E,Mundet,MUNDET-NUEVA LOCUC
8125293,2019-07-12 21:30:25-05:00,CANAL 9,Santa Clara,SANTA CLARA-SANTOS MOME
8125291,2019-07-12 21:29:39-05:00,COMEDY CENTRAL MX,Sprite,Botella Azul Sprite Reciclada
8125277,2019-07-12 21:27:34-05:00,HISTORY,Del Valle,NARANJA Y NA-MEJOR SABOR
8125240,2019-07-12 21:23:34-05:00,AMC,Powerade,POWERADE-MANIFIESTO
8125218,2019-07-12 21:22:52-05:00,AXN,Mundet,MUNDET-NUEVA LOCUC
8125213,2019-07-12 21:22:50-05:00,AMC,Del Valle,NARANJA Y NA-MEJOR SABOR
8125155,2019-07-12 21:15:41-05:00,TNT,Coca-Cola,COCA COLA-FOODING FIL
8125141,2019-07-12 21:13:58-05:00,AZTECA 7,Santa Clara,SANTA CLARA-SANTOS MOME
8125122,2019-07-12 21:11:16-05:00,SONY HD,Mundet,MUNDET-NUEVA LOCUC
8125109,2019-07-12 21:10:54-05:00,AZTECA 7,Ciel,Promocion Ciel
8125102,2019-07-12 21:10:04-05:00,CANAL 2,Powerade,POWERADE-MANIFIESTO
8125099,2019-07-12 21:07:44-05:00,AXN,Sprite,Botella Azul Sprite Reciclada
8125065,2019-07-12 21:04:09-05:00,AZTECA UNO,Santa Clara,Santos Momentos
8125051,2019-07-12 21:02:15-05:00,AMC,Ciel,AGUA CIEL-CIELMINEREM
8125048,2019-07-12 21:01:36-05:00,AMC,Sprite,Botella Azul Sprite Reciclada
8125029,2019-07-12 20:57:18-05:00,AZTECA UNO,Ciel,AGUA CIEL-CIELMINEREM
8124950,2019-07-12 20:48:51-05:00,COMEDY CENTRAL MX,Del Valle,NARANJA Y NA-MEJOR SABOR
8124991,2019-07-12 20:48:47-05:00,SONY HD,Sprite,Botella Azul Sprite Reciclada
8124936,2019-07-12 20:47:00-05:00,A&E,Mundet,MUNDET-NUEVA LOCUC
8124925,2019-07-12 20:44:45-05:00,FX,Sprite,Botella Azul Sprite Reciclada
8124864,2019-07-12 20:36:53-05:00,A&E,Coca-Cola,COCA COLA-FOODING FIL
8124875,2019-07-12 20:36:41-05:00,HOME&HEALTH,Sprite,Botella Azul Sprite Reciclada
8124808,2019-07-12 20:29:03-05:00,AZTECA 7,Santa Clara,SANTA CLARA-SANTOS MOME
8124745,2019-07-12 20:21:31-05:00,COMEDY CENTRAL MX,Coca-Cola,COCA COLA-QUESADILLA
8124827,2019-07-12 20:20:40-05:00,SONY HD,Sprite,Botella Azul Sprite Reciclada
8124703,2019-07-12 20:17:08-05:00,AZTECA UNO,Ciel,Promocion Ciel
8124687,2019-07-12 20:14:03-05:00,AXN,Del Valle,NARANJA Y NA-MEJOR SABOR
8124668,2019-07-12 20:12:05-05:00,CANAL 2,Santa Clara,SANTA CLARA-SANTOS MOME
8124667,2019-07-12 20:11:56-05:00,CANAL 2,Ciel,Promocion Ciel
8124609,2019-07-12 20:05:26-05:00,COMEDY CENTRAL MX,Ciel,AGUA CIEL-CIELMINEREM
8124581,2019-07-12 20:01:46-05:00,A&E,Mundet,Acompañando La Comida Mexicana
8124578,2019-07-12 19:58:54-05:00,CANAL 2,Ciel,AGUA CIEL-CIELMINEREM
8124535,2019-07-12 19:49:42-05:00,CANAL 2,Fanta,FANTA-KENSHO
8124524,2019-07-12 19:49:14-05:00,COMEDY CENTRAL MX,Del Valle,NARANJA Y NA-MEJOR SABOR
8124518,2019-07-12 19:47:18-05:00,DISCOVERY,Mundet,MUNDET-NUEVA LOCUC
8124516,2019-07-12 19:46:31-05:00,HISTORY,Del Valle,NARANJA Y NA-MEJOR SABOR
8124505,2019-07-12 19:45:48-05:00,DISCOVERY,Del Valle,NARANJA Y NA-MEJOR SABOR
8124379,2019-07-12 19:27:50-05:00,HISTORY,Sprite,Botella Azul Sprite Reciclada
8124362,2019-07-12 19:24:51-05:00,AMC,Sprite,Botella Azul Sprite Reciclada
8124295,2019-07-12 19:17:24-05:00,CANAL 2,Ciel,AGUA CIEL-CIELMINEREM
8124273,2019-07-12 19:13:47-05:00,AZTECA UNO,Coca-Cola,COCA COLA-FOODING FIL
8124232,2019-07-12 19:08:44-05:00,AZTECA 7,Fanta,FANTA-KENSHO
8124211,2019-07-12 19:06:08-05:00,CANAL 2,Santa Clara,SANTA CLARA-SANTOS MOME
8124104,2019-07-12 18:49:22-05:00,SONY HD,Mundet,MUNDET-NUEVA LOCUC
8123903,2019-07-12 18:25:05-05:00,AZTECA UNO,Mundet,#ALaMexicana
8123818,2019-07-12 18:17:27-05:00,IMAGEN TV,Coca-Cola,COCA COLA-QUESADILLA
8123500,2019-07-12 17:34:17-05:00,SONY HD,Mundet,MUNDET-NUEVA LOCUC
8123084,2019-07-12 16:40:52-05:00,AMC,Del Valle,NARANJA Y NA-MEJOR SABOR
8122861,2019-07-12 16:00:50-05:00,CANAL 2,Ciel,Promocion Ciel
8122722,2019-07-12 15:39:05-05:00,CANAL 2,Del Valle,NARANJA Y NA-MEJOR SABOR
8122671,2019-07-12 15:15:02-05:00,CANAL 2,Ciel,AGUA CIEL-CIELMINEREM
8122536,2019-07-12 15:09:34-05:00,AMC,Del Valle,NARANJA Y NA-MEJOR SABOR
8122457,2019-07-12 14:55:49-05:00,CANAL 2,Fanta,FANTA-KENSHO
8122367,2019-07-12 14:42:57-05:00,CANAL 2,Santa Clara,SANTA CLARA-SANTOS MOME
8122361,2019-07-12 14:40:18-05:00,CANAL 2,Coca-Cola,Algo Para Tus Comidas
8122281,2019-07-12 14:27:33-05:00,AZTECA UNO,Santa Clara,Santos Momentos
8121843,2019-07-12 13:35:54-05:00,AZTECA UNO,Santa Clara,Santos Momentos
8121779,2019-07-12 13:28:09-05:00,CANAL 2,Santa Clara,SANTA CLARA-SANTOS MOME
8121768,2019-07-12 13:26:33-05:00,AMC,Sprite,Botella Azul Sprite Reciclada
8121444,2019-07-12 12:35:50-05:00,CANAL 2,Mundet,MUNDET-NUEVA LOCUC
8120970,2019-07-12 11:13:38-05:00,CANAL 2,Ciel,Promocion Ciel
8120953,2019-07-12 11:13:06-05:00,CANAL 2,Santa Clara,SANTA CLARA-SANTOS MOME
8120866,2019-07-12 10:51:18-05:00,CANAL 2,Fanta,FANTA-KENSHO
8120855,2019-07-12 10:48:18-05:00,CANAL 2,Coca-Cola,COCA COLA-FOODING FIL
8120822,2019-07-12 10:37:28-05:00,AZTECA UNO,Ciel,Promocion Ciel
8120626,2019-07-12 09:51:46-05:00,AZTECA UNO,Coca-Cola,COCA COLA-FOODING FIL
8120556,2019-07-12 09:34:52-05:00,AZTECA UNO,Santa Clara,Santos Momentos
8120529,2019-07-12 09:30:34-05:00,CANAL 2,Ciel,AGUA CIEL-CIELMINEREM
8120301,2019-07-12 08:14:58-05:00,AZTECA UNO,Ciel,Promocion Ciel
8120294,2019-07-12 08:09:44-05:00,CANAL 2,Del Valle,NARANJA Y NA-MEJOR SABOR
8120085,2019-07-12 06:57:22-05:00,AZTECA UNO,Ciel,Promocion Ciel
8120046,2019-07-12 06:42:56-05:00,CANAL 2,Santa Clara,SANTA CLARA-SANTOS MOME
8120035,2019-07-12 06:41:16-05:00,CANAL 2,Del Valle,NARANJA Y NA-MEJOR SABOR
8119945,2019-07-12 05:56:06-05:00,AZTECA UNO,Mundet,MUNDET-NUEVA LOCUC
8119773,2019-07-12 00:47:28-05:00,CANAL 9,Ciel,AGUA CIEL-CIELMINEREM
8119770,2019-07-12 00:45:38-05:00,CANAL 9,Del Valle,NARANJA Y NA-MEJOR SABOR
8119769,2019-07-12 00:44:50-05:00,DISCOVERY,Mundet,MUNDET-NUEVA LOCUC
8119767,2019-07-12 00:43:28-05:00,CANAL 9,Santa Clara,SANTA CLARA-SANTOS MOME
8119694,2019-07-12 00:13:37-05:00,FX,Ciel,AGUA CIEL-CIELMINEREM
8119658,2019-07-12 00:03:29-05:00,AMC,Del Valle,NARANJA Y NA-MEJOR SABOR
8119654,2019-07-12 00:02:45-05:00,AZTECA UNO,Santa Clara,Santos Momentos
